date,station,swe_name,lat_name,count,factor
1997-04-08,Göteborg,Björk,Betula,1,1
1997-04-08,Göteborg,Alm,Ulmus,1,1
1997-04-08,Göteborg,Al,Alnus,1,1
1997-04-09,Göteborg,Sälg och viden,Salix,1,1
1997-04-09,Göteborg,Alm,Ulmus,1,1
1997-04-10,Göteborg,Sälg och viden,Salix,5,1
1997-04-10,Göteborg,Al,Alnus,2,1
1997-04-10,Göteborg,Alm,Ulmus,3,1
1997-04-10,Göteborg,Björk,Betula,1,1
1997-04-11,Göteborg,Alm,Ulmus,14,1
1997-04-11,Göteborg,Sälg och viden,Salix,6,1
1997-04-11,Göteborg,Al,Alnus,5,1
1997-04-11,Göteborg,Björk,Betula,1,1
1997-04-11,Göteborg,Hassel,Corylus,1,1
1997-04-12,Göteborg,Björk,Betula,2,1
1997-04-12,Göteborg,Alm,Ulmus,6,1
1997-04-12,Göteborg,Hassel,Corylus,1,1
1997-04-12,Göteborg,Sälg och viden,Salix,1,1
1997-04-13,Göteborg,Alm,Ulmus,5,1
1997-04-14,Göteborg,Alm,Ulmus,7,1
1997-04-14,Göteborg,Sälg och viden,Salix,13,1
1997-04-15,Göteborg,Al,Alnus,2,1
1997-04-15,Göteborg,Alm,Ulmus,5,1
1997-04-16,Göteborg,Sälg och viden,Salix,1,1
1997-04-16,Göteborg,Björk,Betula,1,1
1997-04-16,Göteborg,Alm,Ulmus,9,1
1997-04-16,Göteborg,Al,Alnus,1,1
1997-04-17,Göteborg,Sälg och viden,Salix,8,1
1997-04-17,Göteborg,Alm,Ulmus,6,1
1997-04-17,Göteborg,Björk,Betula,2,1
1997-04-18,Göteborg,Sälg och viden,Salix,2,1
1997-04-18,Göteborg,Alm,Ulmus,6,1
1997-04-19,Göteborg,Alm,Ulmus,4,1
1997-04-19,Göteborg,Al,Alnus,1,1
1997-04-19,Göteborg,Sälg och viden,Salix,1,1
1997-04-20,Göteborg,Al,Alnus,2,1
1997-04-20,Göteborg,Sälg och viden,Salix,4,1
1997-04-21,Göteborg,Sälg och viden,Salix,8,1
1997-04-21,Göteborg,Alm,Ulmus,4,1
1997-04-21,Göteborg,Al,Alnus,1,1
1997-04-22,Göteborg,Alm,Ulmus,1,1
1997-04-22,Göteborg,Björk,Betula,1,1
1997-04-23,Göteborg,Alm,Ulmus,3,1
1997-04-24,Göteborg,Björk,Betula,1,1
1997-04-24,Göteborg,Sälg och viden,Salix,1,1
1997-04-25,Göteborg,Sälg och viden,Salix,1,1
1997-04-25,Göteborg,Björk,Betula,1,1
1997-04-25,Göteborg,Alm,Ulmus,2,1
1997-04-26,Göteborg,Hassel,Corylus,1,1
1997-04-26,Göteborg,Björk,Betula,1,1
1997-04-27,Göteborg,Björk,Betula,5,1
1997-04-27,Göteborg,Sälg och viden,Salix,2,1
1997-04-27,Göteborg,Alm,Ulmus,1,1
1997-04-28,Göteborg,Sälg och viden,Salix,1,1
1997-04-28,Göteborg,Björk,Betula,4,1
1997-04-30,Göteborg,Björk,Betula,8,1
1997-05-01,Göteborg,Björk,Betula,7,1
1997-05-01,Göteborg,Sälg och viden,Salix,1,1
1997-05-02,Göteborg,Björk,Betula,16,1
1997-05-03,Göteborg,Björk,Betula,46,1
1997-05-04,Göteborg,Björk,Betula,35,1
1997-05-05,Göteborg,Alm,Ulmus,1,1
1997-05-05,Göteborg,Björk,Betula,134,1
1997-05-05,Göteborg,Sälg och viden,Salix,1,1
1997-05-05,Göteborg,Ek,Quercus,1,1
1997-05-06,Göteborg,Björk,Betula,11,1
1997-05-07,Göteborg,Björk,Betula,58,1
1997-05-07,Göteborg,Sälg och viden,Salix,3,1
1997-05-08,Göteborg,Björk,Betula,169,1
1997-05-08,Göteborg,Sälg och viden,Salix,5,1
1997-05-08,Göteborg,Ek,Quercus,1,1
1997-05-09,Göteborg,Björk,Betula,101,1
1997-05-10,Göteborg,Björk,Betula,68,1
1997-05-11,Göteborg,Björk,Betula,308,1
1997-05-11,Göteborg,Gräs,Poaceae,1,1
1997-05-12,Göteborg,Björk,Betula,288,1
1997-05-12,Göteborg,Sälg och viden,Salix,1,1
1997-05-13,Göteborg,Björk,Betula,161,1
1997-05-13,Göteborg,Gräs,Poaceae,1,1
1997-05-14,Göteborg,Björk,Betula,111,1
1997-05-15,Göteborg,Björk,Betula,164,1
1997-05-15,Göteborg,Sälg och viden,Salix,3,1
1997-05-15,Göteborg,Ek,Quercus,1,1
1997-05-16,Göteborg,Björk,Betula,345,1
1997-05-16,Göteborg,Sälg och viden,Salix,5,1
1997-05-16,Göteborg,Al,Alnus,1,1
1997-05-17,Göteborg,Björk,Betula,310,1
1997-05-18,Göteborg,Björk,Betula,155,1
1997-05-18,Göteborg,Sälg och viden,Salix,11,1
1997-05-19,Göteborg,Sälg och viden,Salix,34,1
1997-05-19,Göteborg,Björk,Betula,189,1
1997-05-19,Göteborg,Gräs,Poaceae,1,1
1997-05-21,Göteborg,Björk,Betula,55,1
1997-05-21,Göteborg,Sälg och viden,Salix,10,1
1997-05-21,Göteborg,Gräs,Poaceae,1,1
1997-05-22,Göteborg,Björk,Betula,21,1
1997-05-22,Göteborg,Gräs,Poaceae,1,1
1997-05-23,Göteborg,Björk,Betula,15,1
1997-05-23,Göteborg,Sälg och viden,Salix,4,1
1997-05-24,Göteborg,Gräs,Poaceae,1,1
1997-05-24,Göteborg,Björk,Betula,9,1
1997-05-24,Göteborg,Sälg och viden,Salix,6,1
1997-05-24,Göteborg,Ek,Quercus,3,1
1997-05-25,Göteborg,Björk,Betula,6,1
1997-05-25,Göteborg,Sälg och viden,Salix,1,1
1997-05-26,Göteborg,Björk,Betula,2,1
1997-05-27,Göteborg,Björk,Betula,2,1
1997-05-28,Göteborg,Björk,Betula,13,1
1997-05-28,Göteborg,Sälg och viden,Salix,3,1
1997-05-28,Göteborg,Ek,Quercus,3,1
1997-05-29,Göteborg,Björk,Betula,29,1
1997-05-29,Göteborg,Gräs,Poaceae,1,1
1997-05-29,Göteborg,Sälg och viden,Salix,1,1
1997-05-30,Göteborg,Björk,Betula,14,1
1997-05-30,Göteborg,Ek,Quercus,3,1
1997-05-30,Göteborg,Sälg och viden,Salix,1,1
1997-05-31,Göteborg,Ek,Quercus,8,1.07
1997-05-31,Göteborg,Björk,Betula,15,1.07
1997-06-01,Göteborg,Ek,Quercus,34,1
1997-06-01,Göteborg,Björk,Betula,31,1
1997-06-01,Göteborg,Sälg och viden,Salix,1,1
1997-06-01,Göteborg,Gräs,Poaceae,3,1
1997-06-02,Göteborg,Björk,Betula,53,1
1997-06-02,Göteborg,Ek,Quercus,40,1
1997-06-02,Göteborg,Gräs,Poaceae,1,1
1997-06-03,Göteborg,Ek,Quercus,64,1
1997-06-03,Göteborg,Björk,Betula,26,1
1997-06-03,Göteborg,Sälg och viden,Salix,2,1
1997-06-03,Göteborg,Gräs,Poaceae,4,1
1997-06-04,Göteborg,Ek,Quercus,33,1
1997-06-04,Göteborg,Björk,Betula,9,1
1997-06-04,Göteborg,Gräs,Poaceae,3,1
1997-06-05,Göteborg,Ek,Quercus,41,1
1997-06-05,Göteborg,Gräs,Poaceae,6,1
1997-06-05,Göteborg,Sälg och viden,Salix,1,1
1997-06-05,Göteborg,Björk,Betula,1,1
1997-06-06,Göteborg,Gräs,Poaceae,5,1
1997-06-06,Göteborg,Ek,Quercus,87,1
1997-06-06,Göteborg,Björk,Betula,3,1
1997-06-07,Göteborg,Ek,Quercus,77,1
1997-06-07,Göteborg,Björk,Betula,9,1
1997-06-07,Göteborg,Gräs,Poaceae,12,1
1997-06-08,Göteborg,Ek,Quercus,72,1
1997-06-08,Göteborg,Björk,Betula,5,1
1997-06-08,Göteborg,Gräs,Poaceae,3,1
1997-06-09,Göteborg,Gräs,Poaceae,13,1
1997-06-09,Göteborg,Ek,Quercus,6,1
1997-06-09,Göteborg,Björk,Betula,3,1
1997-06-10,Göteborg,Gräs,Poaceae,3,1
1997-06-11,Göteborg,Gräs,Poaceae,6,1
1997-06-12,Göteborg,Gräs,Poaceae,12,1
1997-06-12,Göteborg,Ek,Quercus,1,1
1997-06-13,Göteborg,Gräs,Poaceae,9,1
1997-06-14,Göteborg,Gräs,Poaceae,32,1
1997-06-14,Göteborg,Ek,Quercus,2,1
1997-06-15,Göteborg,Ek,Quercus,2,1
1997-06-15,Göteborg,Gräs,Poaceae,12,1
1997-06-15,Göteborg,Björk,Betula,2,1
1997-06-16,Göteborg,Gräs,Poaceae,30,1
1997-06-16,Göteborg,Björk,Betula,2,1
1997-06-17,Göteborg,Gräs,Poaceae,42,1
1997-06-17,Göteborg,Björk,Betula,5,1
1997-06-17,Göteborg,Ek,Quercus,1,1
1997-06-18,Göteborg,Gräs,Poaceae,5,1
1997-06-18,Göteborg,Björk,Betula,1,1
1997-06-19,Göteborg,Gräs,Poaceae,22,1
1997-06-19,Göteborg,Sälg och viden,Salix,1,1
1997-06-20,Göteborg,Gräs,Poaceae,23,1
1997-06-21,Göteborg,Björk,Betula,3,1
1997-06-21,Göteborg,Gräs,Poaceae,2,1
1997-06-22,Göteborg,Gräs,Poaceae,8,1
1997-06-23,Göteborg,Gräs,Poaceae,15,1
1997-06-24,Göteborg,Gräs,Poaceae,46,1
1997-06-24,Göteborg,Björk,Betula,2,1
1997-06-25,Göteborg,Gräs,Poaceae,23,1
1997-06-26,Göteborg,Gräs,Poaceae,44,1
1997-06-27,Göteborg,Gräs,Poaceae,73,1
1997-06-27,Göteborg,Björk,Betula,5,1
1997-06-27,Göteborg,Sälg och viden,Salix,1,1
1997-06-28,Göteborg,Gräs,Poaceae,24,1
1997-06-29,Göteborg,Gräs,Poaceae,113,1
1997-06-29,Göteborg,Björk,Betula,1,1
1997-06-30,Göteborg,Gräs,Poaceae,47,1
1997-07-01,Göteborg,Gräs,Poaceae,21,1
1997-07-02,Göteborg,Gräs,Poaceae,23,1
1997-07-02,Göteborg,Björk,Betula,1,1
1997-07-03,Göteborg,Gräs,Poaceae,94,1
1997-07-04,Göteborg,Gräs,Poaceae,39,1
1997-07-05,Göteborg,Gräs,Poaceae,19,1
1997-07-06,Göteborg,Gräs,Poaceae,30,1
1997-07-07,Göteborg,Gräs,Poaceae,40,1
1997-07-08,Göteborg,Gräs,Poaceae,53,1
1997-07-08,Göteborg,Björk,Betula,1,1
1997-07-09,Göteborg,Gräs,Poaceae,54,1
1997-07-09,Göteborg,Björk,Betula,1,1
1997-07-10,Göteborg,Gräs,Poaceae,56,1
1997-07-11,Göteborg,Gräs,Poaceae,36,1
1997-07-12,Göteborg,Gräs,Poaceae,22,1
1997-07-13,Göteborg,Gräs,Poaceae,31,1
1997-07-14,Göteborg,Gräs,Poaceae,53,1
1997-07-15,Göteborg,Gräs,Poaceae,30,1
1997-07-16,Göteborg,Gräs,Poaceae,24,1
1997-07-17,Göteborg,Gräs,Poaceae,14,1
1997-07-18,Göteborg,Gräs,Poaceae,17,1
1997-07-19,Göteborg,Gräs,Poaceae,8,1
1997-07-20,Göteborg,Gräs,Poaceae,36,1
1997-07-21,Göteborg,Gräs,Poaceae,23,1
1997-07-22,Göteborg,Gräs,Poaceae,5,1
1997-07-23,Göteborg,Gräs,Poaceae,8,1
1997-07-24,Göteborg,Gräs,Poaceae,2,1
1997-07-25,Göteborg,Gräs,Poaceae,1,1
1997-07-28,Göteborg,Björk,Betula,1,1
1997-07-29,Göteborg,Gräs,Poaceae,1,1
1997-07-30,Göteborg,Gräs,Poaceae,5,1
1997-08-01,Göteborg,Gräs,Poaceae,1,1
1997-08-02,Göteborg,Gräs,Poaceae,3,1
1997-08-03,Göteborg,Gräs,Poaceae,3,1
1997-08-04,Göteborg,Gräs,Poaceae,4,1
1997-08-05,Göteborg,Gräs,Poaceae,3,1
1997-08-06,Göteborg,Gräs,Poaceae,5,1
1997-08-07,Göteborg,Gräs,Poaceae,7,1
1997-08-07,Göteborg,Björk,Betula,1,1
1997-08-08,Göteborg,Gräs,Poaceae,1,1
1997-08-09,Göteborg,Gräs,Poaceae,2,1
1997-08-10,Göteborg,Gräs,Poaceae,5,1
1997-08-11,Göteborg,Gräs,Poaceae,6,1
1997-08-12,Göteborg,Gräs,Poaceae,9,1
1997-08-13,Göteborg,Gräs,Poaceae,5,1
1997-08-14,Göteborg,Gräs,Poaceae,5,1
1997-08-15,Göteborg,Gräs,Poaceae,5,1
1997-08-16,Göteborg,Gräs,Poaceae,1,1
1997-08-17,Göteborg,Gräs,Poaceae,1,1
1997-08-18,Göteborg,Gräs,Poaceae,4,1
1997-08-19,Göteborg,Gräs,Poaceae,1,1
1997-08-21,Göteborg,Gräs,Poaceae,2,1
1997-08-22,Göteborg,Gräs,Poaceae,4,1
1997-08-24,Göteborg,Gräs,Poaceae,1,1
1997-08-25,Göteborg,Gräs,Poaceae,2,1
1997-08-26,Göteborg,Gräs,Poaceae,2,1
1997-08-27,Göteborg,Gräs,Poaceae,1,1
1997-08-28,Göteborg,Gräs,Poaceae,3,1
1997-08-28,Göteborg,Björk,Betula,1,1
1997-08-28,Göteborg,Hassel,Corylus,1,1
1997-08-29,Göteborg,Björk,Betula,1,1
1997-08-30,Göteborg,Gräs,Poaceae,1,1
1997-09-01,Göteborg,Gräs,Poaceae,7,1
1997-09-02,Göteborg,Gräs,Poaceae,2,1
1997-09-06,Göteborg,Gräs,Poaceae,1,1
1997-09-08,Göteborg,Gräs,Poaceae,1,1
1997-09-09,Göteborg,Gräs,Poaceae,2,1
1997-09-10,Göteborg,Björk,Betula,1,1
1997-09-14,Göteborg,Gräs,Poaceae,2,1
1998-02-28,Göteborg,Al,Alnus,36,1
1998-02-28,Göteborg,Hassel,Corylus,1,1
1998-03-01,Göteborg,Al,Alnus,10,1
1998-03-02,Göteborg,Al,Alnus,3,1
1998-03-03,Göteborg,Al,Alnus,1,1
1998-03-04,Göteborg,Al,Alnus,1,1
1998-03-05,Göteborg,Al,Alnus,64,1
1998-03-06,Göteborg,Al,Alnus,26,1
1998-03-07,Göteborg,Al,Alnus,20,1
1998-03-08,Göteborg,Al,Alnus,37,1
1998-03-09,Göteborg,Al,Alnus,33,1
1998-03-10,Göteborg,Al,Alnus,8,1
1998-03-11,Göteborg,Al,Alnus,57,1
1998-03-11,Göteborg,Hassel,Corylus,1,1
1998-03-12,Göteborg,Al,Alnus,8,1
1998-03-13,Göteborg,Al,Alnus,58,1
1998-03-14,Göteborg,Al,Alnus,85,1
1998-03-15,Göteborg,Al,Alnus,3,1
1998-03-16,Göteborg,Al,Alnus,50,1
1998-03-16,Göteborg,Hassel,Corylus,1,1
1998-03-17,Göteborg,Al,Alnus,22,1
1998-03-17,Göteborg,Björk,Betula,1,1
1998-03-18,Göteborg,Al,Alnus,119,1
1998-03-18,Göteborg,Hassel,Corylus,2,1
1998-03-18,Göteborg,Björk,Betula,1,1
1998-03-19,Göteborg,Al,Alnus,64,1
1998-03-19,Göteborg,Hassel,Corylus,1,1
1998-03-20,Göteborg,Al,Alnus,79,1
1998-03-20,Göteborg,Hassel,Corylus,1,1
1998-03-21,Göteborg,Al,Alnus,32,1
1998-03-22,Göteborg,Al,Alnus,17,1
1998-03-22,Göteborg,Alm,Ulmus,1,1
1998-03-23,Göteborg,Al,Alnus,22,1
1998-03-24,Göteborg,Al,Alnus,11,1
1998-03-24,Göteborg,Alm,Ulmus,2,1
1998-03-25,Göteborg,Al,Alnus,8,1
1998-03-26,Göteborg,Al,Alnus,16,1
1998-03-27,Göteborg,Al,Alnus,2,1
1998-03-27,Göteborg,Alm,Ulmus,1,1
1998-03-28,Göteborg,Al,Alnus,34,1
1998-03-28,Göteborg,Hassel,Corylus,1,1
1998-03-28,Göteborg,Alm,Ulmus,1,1
1998-03-28,Göteborg,Björk,Betula,1,1
1998-03-29,Göteborg,Al,Alnus,25,1
1998-03-29,Göteborg,Hassel,Corylus,2,1
1998-03-29,Göteborg,Alm,Ulmus,1,1
1998-03-30,Göteborg,Al,Alnus,52,1
1998-03-30,Göteborg,Hassel,Corylus,2,1
1998-03-30,Göteborg,Alm,Ulmus,8,1
1998-03-30,Göteborg,Sälg och viden,Salix,6,1
1998-03-30,Göteborg,Björk,Betula,1,1
1998-03-31,Göteborg,Alm,Ulmus,9,1
1998-04-01,Göteborg,Al,Alnus,40,1
1998-04-01,Göteborg,Sälg och viden,Salix,1,1
1998-04-01,Göteborg,Alm,Ulmus,6,1
1998-04-02,Göteborg,Al,Alnus,59,1
1998-04-02,Göteborg,Alm,Ulmus,7,1
1998-04-02,Göteborg,Hassel,Corylus,1,1
1998-04-02,Göteborg,Sälg och viden,Salix,1,1
1998-04-03,Göteborg,Al,Alnus,86,1
1998-04-03,Göteborg,Sälg och viden,Salix,3,1
1998-04-03,Göteborg,Hassel,Corylus,2,1
1998-04-03,Göteborg,Alm,Ulmus,6,1
1998-04-04,Göteborg,Al,Alnus,1,1
1998-04-05,Göteborg,Al,Alnus,1,1
1998-04-06,Göteborg,Al,Alnus,1,1
1998-04-07,Göteborg,Al,Alnus,1,1
1998-04-07,Göteborg,Alm,Ulmus,2,1
1998-04-08,Göteborg,Alm,Ulmus,7,1
1998-04-08,Göteborg,Björk,Betula,1,1
1998-04-08,Göteborg,Sälg och viden,Salix,2,1
1998-04-08,Göteborg,Al,Alnus,15,1
1998-04-09,Göteborg,Alm,Ulmus,6,1
1998-04-09,Göteborg,Al,Alnus,24,1
1998-04-09,Göteborg,Sälg och viden,Salix,1,1
1998-04-09,Göteborg,Hassel,Corylus,1,1
1998-04-10,Göteborg,Sälg och viden,Salix,6,1
1998-04-10,Göteborg,Al,Alnus,13,1
1998-04-10,Göteborg,Alm,Ulmus,5,1
1998-04-10,Göteborg,Hassel,Corylus,1,1
1998-04-11,Göteborg,Al,Alnus,25,1
1998-04-11,Göteborg,Alm,Ulmus,10,1
1998-04-11,Göteborg,Sälg och viden,Salix,8,1
1998-04-13,Göteborg,Sälg och viden,Salix,5,1
1998-04-13,Göteborg,Al,Alnus,1,1
1998-04-13,Göteborg,Björk,Betula,1,1
1998-04-13,Göteborg,Alm,Ulmus,1,1
1998-04-14,Göteborg,Björk,Betula,8,1
1998-04-14,Göteborg,Sälg och viden,Salix,12,1
1998-04-14,Göteborg,Alm,Ulmus,16,1
1998-04-15,Göteborg,Björk,Betula,10,1
1998-04-15,Göteborg,Sälg och viden,Salix,6,1
1998-04-15,Göteborg,Alm,Ulmus,12,1
1998-04-16,Göteborg,Björk,Betula,9,1
1998-04-17,Göteborg,Björk,Betula,2,1
1998-04-17,Göteborg,Alm,Ulmus,46,1
1998-04-17,Göteborg,Sälg och viden,Salix,5,1
1998-04-18,Göteborg,Björk,Betula,4,1
1998-04-18,Göteborg,Alm,Ulmus,6,1
1998-04-18,Göteborg,Sälg och viden,Salix,3,1
1998-04-19,Göteborg,Björk,Betula,3,1
1998-04-19,Göteborg,Sälg och viden,Salix,1,1
1998-04-19,Göteborg,Alm,Ulmus,18,1
1998-04-19,Göteborg,Al,Alnus,1,1
1998-04-20,Göteborg,Björk,Betula,1,1
1998-04-20,Göteborg,Alm,Ulmus,28,1
1998-04-20,Göteborg,Sälg och viden,Salix,5,1
1998-04-21,Göteborg,Björk,Betula,55,1
1998-04-21,Göteborg,Alm,Ulmus,8,1
1998-04-22,Göteborg,Alm,Ulmus,17,1
1998-04-22,Göteborg,Björk,Betula,20,1
1998-04-22,Göteborg,Sälg och viden,Salix,19,1
1998-04-22,Göteborg,Al,Alnus,5,1
1998-04-23,Göteborg,Björk,Betula,11,1
1998-04-23,Göteborg,Alm,Ulmus,12,1
1998-04-23,Göteborg,Sälg och viden,Salix,8,1
1998-04-24,Göteborg,Sälg och viden,Salix,17,1
1998-04-24,Göteborg,Alm,Ulmus,3,1
1998-04-24,Göteborg,Björk,Betula,16,1
1998-04-25,Göteborg,Björk,Betula,1,1
1998-04-25,Göteborg,Alm,Ulmus,1,1
1998-04-25,Göteborg,Sälg och viden,Salix,2,1
1998-04-26,Göteborg,Sälg och viden,Salix,9,1
1998-04-26,Göteborg,Alm,Ulmus,3,1
1998-04-26,Göteborg,Björk,Betula,8,1
1998-04-27,Göteborg,Sälg och viden,Salix,7,1
1998-04-27,Göteborg,Björk,Betula,6,1
1998-04-27,Göteborg,Hassel,Corylus,1,1
1998-04-27,Göteborg,Alm,Ulmus,1,1
1998-04-28,Göteborg,Björk,Betula,353,1
1998-04-28,Göteborg,Sälg och viden,Salix,2,1
1998-04-28,Göteborg,Ek,Quercus,3,1
1998-04-28,Göteborg,Alm,Ulmus,1,1
1998-04-29,Göteborg,Björk,Betula,810,1
1998-04-29,Göteborg,Sälg och viden,Salix,2,1
1998-04-29,Göteborg,Ek,Quercus,1,1
1998-04-29,Göteborg,Alm,Ulmus,1,1
1998-04-30,Göteborg,Björk,Betula,5241,1
1998-04-30,Göteborg,Sälg och viden,Salix,4,1
1998-04-30,Göteborg,Gräs,Poaceae,1,1
1998-04-30,Göteborg,Alm,Ulmus,3,1
1998-05-01,Göteborg,Björk,Betula,5300,1
1998-05-01,Göteborg,Sälg och viden,Salix,8,1
1998-05-01,Göteborg,Ek,Quercus,2,1
1998-05-02,Göteborg,Ek,Quercus,6,1
1998-05-02,Göteborg,Björk,Betula,5084,1
1998-05-02,Göteborg,Sälg och viden,Salix,32,1
1998-05-03,Göteborg,Sälg och viden,Salix,10,1
1998-05-03,Göteborg,Björk,Betula,1194,1
1998-05-03,Göteborg,Gräs,Poaceae,1,1
1998-05-03,Göteborg,Al,Alnus,1,1
1998-05-04,Göteborg,Björk,Betula,393,1
1998-05-04,Göteborg,Sälg och viden,Salix,9,1
1998-05-05,Göteborg,Björk,Betula,143,1
1998-05-05,Göteborg,Gräs,Poaceae,1,1
1998-05-05,Göteborg,Sälg och viden,Salix,3,1
1998-05-06,Göteborg,Björk,Betula,35,1
1998-05-06,Göteborg,Sälg och viden,Salix,2,1
1998-05-07,Göteborg,Alm,Ulmus,1,1
1998-05-07,Göteborg,Björk,Betula,45,1
1998-05-08,Göteborg,Ek,Quercus,2,1.07
1998-05-08,Göteborg,Björk,Betula,104,1.07
1998-05-08,Göteborg,Sälg och viden,Salix,5,1.07
1998-05-08,Göteborg,Alm,Ulmus,1,1.07
1998-05-09,Göteborg,Björk,Betula,398,1.07
1998-05-09,Göteborg,Sälg och viden,Salix,6,1.07
1998-05-09,Göteborg,Alm,Ulmus,2,1.07
1998-05-09,Göteborg,Gräs,Poaceae,1,1.07
1998-05-10,Göteborg,Ek,Quercus,30,1.07
1998-05-10,Göteborg,Björk,Betula,175,1
1998-05-10,Göteborg,Gräs,Poaceae,2,1
1998-05-10,Göteborg,Sälg och viden,Salix,5,1
1998-05-11,Göteborg,Björk,Betula,139,1
1998-05-11,Göteborg,Sälg och viden,Salix,1,1
1998-05-11,Göteborg,Ek,Quercus,1,1
1998-05-12,Göteborg,Björk,Betula,913,1
1998-05-12,Göteborg,Sälg och viden,Salix,10,1
1998-05-12,Göteborg,Gräs,Poaceae,1,1
1998-05-13,Göteborg,Björk,Betula,476,1
1998-05-13,Göteborg,Sälg och viden,Salix,9,1
1998-05-13,Göteborg,Ek,Quercus,1,1
1998-05-14,Göteborg,Björk,Betula,298,1
1998-05-14,Göteborg,Sälg och viden,Salix,10,1
1998-05-14,Göteborg,Gräs,Poaceae,2,1
1998-05-14,Göteborg,Ek,Quercus,1,1
1998-05-15,Göteborg,Björk,Betula,754,1
1998-05-15,Göteborg,Ek,Quercus,3,1
1998-05-15,Göteborg,Sälg och viden,Salix,5,1
1998-05-16,Göteborg,Björk,Betula,206,1
1998-05-16,Göteborg,Ek,Quercus,22,1
1998-05-17,Göteborg,Ek,Quercus,223,1
1998-05-17,Göteborg,Björk,Betula,123,1
1998-05-17,Göteborg,Gräs,Poaceae,3,1
1998-05-17,Göteborg,Sälg och viden,Salix,4,1
1998-05-18,Göteborg,Björk,Betula,69,1
1998-05-18,Göteborg,Gräs,Poaceae,3,1
1998-05-18,Göteborg,Ek,Quercus,343,1
1998-05-18,Göteborg,Sälg och viden,Salix,1,1
1998-05-19,Göteborg,Björk,Betula,159,1
1998-05-19,Göteborg,Ek,Quercus,134,1
1998-05-19,Göteborg,Sälg och viden,Salix,14,1
1998-05-20,Göteborg,Björk,Betula,90,1
1998-05-20,Göteborg,Ek,Quercus,181,1
1998-05-20,Göteborg,Sälg och viden,Salix,1,1
1998-05-21,Göteborg,Ek,Quercus,115,1
1998-05-21,Göteborg,Björk,Betula,56,1
1998-05-21,Göteborg,Gräs,Poaceae,2,1
1998-05-22,Göteborg,Ek,Quercus,55,1
1998-05-22,Göteborg,Björk,Betula,74,1
1998-05-22,Göteborg,Sälg och viden,Salix,2,1
1998-05-22,Göteborg,Gräs,Poaceae,1,1
1998-05-22,Göteborg,Alm,Ulmus,1,1
1998-05-23,Göteborg,Björk,Betula,4,1
1998-05-23,Göteborg,Ek,Quercus,32,1
1998-05-23,Göteborg,Sälg och viden,Salix,1,1
1998-05-24,Göteborg,Ek,Quercus,61,1
1998-05-24,Göteborg,Björk,Betula,16,1
1998-05-24,Göteborg,Gräs,Poaceae,2,1
1998-05-25,Göteborg,Ek,Quercus,12,1
1998-05-25,Göteborg,Björk,Betula,13,1
1998-05-26,Göteborg,Björk,Betula,26,1
1998-05-26,Göteborg,Ek,Quercus,21,1
1998-05-26,Göteborg,Sälg och viden,Salix,1,1
1998-05-27,Göteborg,Ek,Quercus,66,1
1998-05-27,Göteborg,Björk,Betula,2,1
1998-05-27,Göteborg,Gräs,Poaceae,1,1
1998-05-28,Göteborg,Björk,Betula,11,1
1998-05-28,Göteborg,Ek,Quercus,112,1
1998-05-28,Göteborg,Gräs,Poaceae,1,1
1998-05-29,Göteborg,Ek,Quercus,114,1
1998-05-29,Göteborg,Gräs,Poaceae,2,1
1998-05-29,Göteborg,Björk,Betula,3,1
1998-05-30,Göteborg,Ek,Quercus,59,1
1998-05-30,Göteborg,Björk,Betula,10,1
1998-05-30,Göteborg,Gräs,Poaceae,2,1
1998-05-31,Göteborg,Björk,Betula,3,1
1998-05-31,Göteborg,Ek,Quercus,35,1
1998-05-31,Göteborg,Sälg och viden,Salix,1,1
1998-06-01,Göteborg,Ek,Quercus,3,1
1998-06-01,Göteborg,Gräs,Poaceae,3,1
1998-06-01,Göteborg,Sälg och viden,Salix,1,1
1998-06-01,Göteborg,Björk,Betula,1,1
1998-06-02,Göteborg,Björk,Betula,5,1
1998-06-02,Göteborg,Ek,Quercus,7,1
1998-06-02,Göteborg,Gräs,Poaceae,3,1
1998-06-03,Göteborg,Gräs,Poaceae,8,1
1998-06-03,Göteborg,Ek,Quercus,7,1
1998-06-03,Göteborg,Björk,Betula,5,1
1998-06-04,Göteborg,Björk,Betula,5,1
1998-06-04,Göteborg,Gräs,Poaceae,7,1
1998-06-04,Göteborg,Ek,Quercus,5,1
1998-06-04,Göteborg,Al,Alnus,1,1
1998-06-05,Göteborg,Gräs,Poaceae,5,1
1998-06-05,Göteborg,Björk,Betula,4,1
1998-06-06,Göteborg,Björk,Betula,3,1.07
1998-06-06,Göteborg,Gräs,Poaceae,2,1.07
1998-06-06,Göteborg,Ek,Quercus,5,1.07
1998-06-07,Göteborg,Gräs,Poaceae,6,1
1998-06-07,Göteborg,Björk,Betula,2,1
1998-06-08,Göteborg,Gräs,Poaceae,15,1
1998-06-08,Göteborg,Ek,Quercus,3,1
1998-06-08,Göteborg,Björk,Betula,5,1
1998-06-09,Göteborg,Gräs,Poaceae,3,1
1998-06-09,Göteborg,Björk,Betula,3,1
1998-06-09,Göteborg,Ek,Quercus,1,1
1998-06-10,Göteborg,Björk,Betula,1,1
1998-06-10,Göteborg,Gräs,Poaceae,23,1
1998-06-11,Göteborg,Gräs,Poaceae,28,1
1998-06-11,Göteborg,Björk,Betula,1,1
